	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	ORDO_ID
2934	319195	Chondroectodermal dysplasia with night blindness	Chondroectodermal dysplasia with night blindness	763134002	Chondroectodermal dysplasia with night blindness syndrome	
2935	95427	Secondary short bowel syndrome	Secondary short bowel syndrome	26629001	Short bowel syndrome (disorder)	
2936	458803	Spinocerebellar ataxia type 42	Spinocerebellar ataxia type 42	734020000	Spinocerebellar ataxia type 40	
2937	464370	Neonatal alloimmune neutropenia	Neonatal alloimmune neutropenia	14333004	Alloimmune neonatal neutropenia	
2938	238305	Infundibulo-neurohypophysitis	Infundibulo-neurohypophysitis	783158009	Infundibulo neurohypophysitis	
2939	183666	Hyper-IgM syndrome without susceptibility to opportunistic infections	Hyper-IgM syndrome without susceptibility to opportunistic infections	783249007	Hyper-IgM syndrome without susceptibility to opportunistic infections	
2940	90158	Idiopathic localized lipodystrophy	Idiopathic localized lipodystrophy	238897006	Localized idiopathic lipoatrophy	
2941	319547	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	Mendelian susceptibility to mycobacterial diseases due to complete interferon gamma receptor 2 deficiency	721876004	Mendelian susceptibility to mycobacterial disease due to complete interferon gamma receptor 2 deficiency	
2942	370059	NEVADA syndrome	NEVADA syndrome	770941005	ANE syndrome	
2943	90159	Panniculitis-induced localized lipodystrophy	Panniculitis-induced localized lipodystrophy	783014007	Panniculitis induced localized lipodystrophy	
2944	93552	Pediatric systemic lupus erythematosus	Pediatric systemic lupus erythematosus	55464009	SLE - Systemic lupus erythematosus	
2945	99889	Cushing syndrome due to ectopic ACTH secretion	Occult ectopic ACTH secretion	237829004	Ectopic ACTH secretion	
2946	228003	Severe combined immunodeficiency due to CORO1A deficiency	Severe combined immunodeficiency due to coronin-1A deficiency	765145001	T-B+ severe combined immunodeficiency due to gamma chain deficiency	
2947	324632	Hendra virus infection	Hendra virus infection	773582002	Hendra virus infection	
2948	171706	Short stature-delayed bone age due to thyroid hormone metabolism deficiency	Short stature-delayed bone age due to thyroid hormone metabolism deficiency	763890006	Short stature with delayed bone age due to thyroid hormone metabolism deficiency	
2949	443236	Postural orthostatic tachycardia syndrome due to NET deficiency	Postural orthostatic tachycardia syndrome due to NET deficiency	371073003	Postural orthostatic tachycardia syndrome (disorder)	
2950	464443	COG6-CGD	Congenital disorder of glycosylation type IIL	720978005	Congenital disorder of glycosylation type IL	
2951	352447	Progressive external ophthalmoplegia-myopathy-emaciation syndrome	Progressive external ophthalmoplegia-myopathy-emaciation syndrome	764733009	Progressive external ophthalmoplegia, myopathy, emaciation syndrome	
2952	225147	Sporadic infantile bilateral striatal necrosis	Sporadic infantile striatonigral degeneration	718174008	Infantile striatonigral degeneration	
2953	35078	T-B+ severe combined immunodeficiency due to JAK3 deficiency	T-B+ severe combined immunodeficiency due to JAK3 deficiency	765145001	T-B+ severe combined immunodeficiency due to gamma chain deficiency	
2954	85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	723404002	Microcephalic osteodysplastic dysplasia Saul Wilson type	
2955	231242	Hemoglobin C-beta-thalassemia syndrome	C-beta-thalassemia	65959000	Beta thalassemia	
2956	79085	AKT2-related familial partial lipodystrophy	AKT2-related familial partial lipodystrophy	715439000	Familial partial lipodystrophy type 2	
2957	448010	CAD-CDG	Carbohydrate deficient glycoprotein syndrome type Iz	277893002	Carbohydrate-deficient glycoprotein syndrome type I	
2958	168448	Spondyloepimetaphyseal dysplasia, Bieganski type	Spondyloepimetaphyseal dysplasia, Bieganski type	773301007	Spondyloepimetaphyseal dysplasia Bieganski type	
2959	324294	T-cell immunodeficiency with epidermodysplasia verruciformis	T-cell immunodeficiency due to RHOH deficiency	770785002	T-cell immunodeficiency due to RHOH deficiency	
2960	435998	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	773414009	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	
2961	88635	Vacuolar myopathy with sarcoplasmic reticulum protein aggregates	Myopathy due to calsequestrin and SERCA1 protein overload	724095006	Myopathy due to calsequestrin and SERCA1 protein overload	
2962	284282	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency	Autosomal recessive spinocerebellar ataxia type 12	770898002	Autosomal recessive spinocerebellar ataxia type 12	
2963	435387	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	Autosomal dominant Charcot-Marie-Tooth disease type 2Y	719514002	Autosomal dominant Charcot-Marie-Tooth disease type 2M	
2964	90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	CAH due to 3-beta-hydroxysteroid dehydrogenase deficiency	124136000	Deficiency of 3beta-hydroxysteroid dehydrogenase	
2965	280142	Severe combined immunodeficiency due to LCK deficiency	Severe combined immunodeficiency due to lymphocyte-specific protein tyrosine kinase deficiency	783617001	Severe combined immunodeficiency due to lymphocyte-specific protein-tyrosine kinase deficiency	
2966	91350	Pituitary deficiency due to Rathke's cleft cysts	Pituitary deficiency due to Rathke's cleft cysts	783009008	Pituitary deficiency due to Rathke's cleft cysts	
2967	99657	Primary dystonia, DYT2 type	Primary dystonia, DYT2 type	715777007	Primary dystonia DYT2 type	
2968	459051	Spondyloepiphyseal dysplasia, Stanescu type	Spondyloepiphyseal dysplasia, Stanescu type	719202006	Spondyloepiphyseal dysplasia tarda Kohn type	
2969	70578	Adult acute respiratory distress syndrome	Adult acute respiratory distress syndrome	67782005	Acute respiratory distress syndrome	
2970	435660	LIPE-related familial partial lipodystrophy	LIPE-related familial partial lipodystrophy	783616005	PLIN1-related familial partial lipodystrophy	
2971	300751	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	766883006	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	
2972	89838	Epidermolysis bullosa simplex, autosomal recessive K14	Epidermolysis bullosa simplex, autosomal recessive K14	254183000	Lethal autosomal recessive epidermolysis bullosa simplex	
2973	329466	Autosomal dominant focal dystonia, DYT25 type	Autosomal dominant focal dystonia, DYT25 type	719516000	Autosomal dominant focal dystonia DYT25 type	
2974	424991	Adenocarcinoma of the gallbladder and extrahepatic biliary tract	Adenocarcinoma of the gallbladder and extrahepatic biliary tract	765741003	Adenocarcinoma of gallbladder and extrahepatic biliary tract	
2975	319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	Mendelian susceptibility to mycobacterial diseases due to partial interferon regulatory factor 8 deficiency	723385003	Mendelian susceptibility to mycobacterial disease due to partial interferon regulatory factor 8 deficiency	
2976	314381	Hereditary sensory and autonomic neuropathy type 6	Hereditary sensory and autonomic neuropathy type VI	128206006	Hereditary sensory and autonomic neuropathy type V	
2977	217390	Combined immunodeficiency due to DOCK8 deficiency	Combined immunodeficiency due to DOCK8 deficiency	783617001	Severe combined immunodeficiency due to LCK deficiency	
2978	331190	Immunodeficiency due to ficolin3 deficiency	Immunodeficiency due to ficolin3 deficiency	771078002	Immunodeficiency due to MASP-2 deficiency	
2979	442582	AH amyloidosis	AH amyloidosis	23132008	AL amyloidosis	
2980	306734	Primary dystonia, DYT21 type	Primary dystonia, DYT21 type	716664003	Primary dystonia DYT21 type	
2981	300359	PLCG2-associated antibody deficiency and immune dysregulation	Familial cold urticaria with common variable immunodeficiency	773646003	Familial cold urticaria with common variable immunodeficiency	
2982	293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome	Skin fragility-woolly hair-palmoplantar keratoderma syndrome	778010006	Skin fragility, wooly hair, palmoplantar keratoderma syndrome	
2983	79409	Recessive dystrophic epidermolysis bullosa inversa	Dystrophic epidermolysis bullosa inversa	403809003	Dystrophic epidermolysis bullosa inverse type	
2984	93279	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	715670004	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early onset osteoarthritis	
2985	247378	Autosomal recessive secondary polycythemia not associated with VHL gene	Autosomal recessive secondary polycythemia, non-Chuvash type	783766005	Autosomal recessive secondary polycythemia non-Chuvash type	
2986	370103	Primary dystonia, DYT17 type	Primary dystonia, DYT17 type	782695002	Primary dystonia DYT17 type	
2987	319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	721877008	Mendelian susceptibility to mycobacterial disease due to complete IL12B deficiency	
2988	284271	Autosomal recessive cerebellar ataxia-psychomotor delay syndrome	Autosomal recessive spinocerebellar ataxia type 11	783060009	Autosomal recessive spinocerebellar ataxia type 11	
2989	213726	Papillary carcinoma of the corpus uteri	Endometrial capillary carcinoma	254878006	Endometrial carcinoma	
2990	459056	Autosomal recessive spastic paraplegia type 75	Autosomal recessive spastic paraplegia type 75	763373005	Autosomal recessive spastic paraplegia type 5A	
2991	75249	Familial isolated restrictive cardiomyopathy	Familial isolated restrictive cardiomyopathy	233878008	Familial restrictive cardiomyopathy	
2992	1084	Isolated lissencephaly type 1 without known genetic defects	Isolated lissencephaly type 1 without known genetic defects	715406003	Isolated lissencephaly type 1 without known genetic defect	
2993	404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	Spinocerebellar ataxia autosomal recessive type 23	770898002	Autosomal recessive spinocerebellar ataxia type 12	
2994	169150	Immunodeficiency due to a late component of complement deficiency	Terminal complement pathway deficiency	234608003	Terminal component deficiency	
2995	397787	Severe combined immunodeficiency due to IKK2 deficiency	Severe combined immunodeficiency due to IKK2 deficiency	765145001	T-B+ severe combined immunodeficiency due to gamma chain deficiency	
2996	300382	Progeroid and marfanoid aspect-lipodystrophy syndrome	Progeroid and marfanoid aspect-lipodystrophy syndrome	773644000	Progeroid and marfanoid aspect, lipodystrophy syndrome	
2997	166105	FASTKD2-related infantile mitochondrial encephalomyopathy	FASTKD2-related infantile mitochondrial encephalomyopathy	778029000	FASTKD2-related infantile mitochondrial encephalomyopathy	
2998	319605	X-linked mendelian susceptibility to mycobacterial diseases	X-linked mendelian susceptibility to mycobacterial diseases	719814009	X-linked mendelian susceptibility to mycobacterial disease	
2999	213817	Papillary carcinoma of the cervix uteri	Papillary carcinoma of the cervix uteri	184781000119102	Primary adenocarcinoma of cervix uteri	
3000	369861	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	765327005	Congenital sideroblastic anemia, B-cell immunodeficiency, periodic fever, developmental delay syndrome	
3001	420492	Adult-onset cervical dystonia, DYT23 type	Dystonia 23	783242003	Dystonia 23	
3002	213605	Carcinofibroma of the corpus uteri	Carcinofibroma of the corpus uteri	764952009	Carcinosarcoma of corpus uteri	
3003	456318	Hereditary sensory neuropathy-deafness-dementia syndrome	HSAN1E	128205005	HSAN	
3004	254343	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome	Autosomal recessive spastic ataxia type 4	770720005	Autosomal recessive spastic ataxia type 2	
3005	306692	Cyanide-induced parkinsonism	Cyanide-induced parkinsonism	766872002	Cyanide-induced parkinsonism	
3006	206489	Malignant germ cell tumor of the vagina	Vaginal germ cell malignant tumor	770686005	Vaginal germ cell malignant tumor	
3007	248340	Isolated delta-storage pool disease	Isolated delta-storage pool disease	9417000	Delta storage pool disease	
3008	330032	Hemoglobin Lepore-beta-thalassemia syndrome	Hemoglobin Lepore-beta-thalassemia syndrome	127041004	Hemoglobin S/beta thalassemia	
3009	420566	Bleeding disorder due to CalDAG-GEFI deficiency	Bleeding disorder due to calcium- and DAG-regulated guanine exchange factor-1 deficiency	725105006	Bleeding disorder due to calcium and DAG-regulated guanine exchange factor-1 deficiency	
3010	221043	Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome	POIKTMP syndrome	771306007	POIKTMP syndrome	
3011	447964	Autosomal dominant Charcot-Marie-Tooth disease type 2V	Autosomal dominant Charcot-Marie-Tooth disease type 2V	719514002	Autosomal dominant Charcot-Marie-Tooth disease type 2M	
3012	97927	Peripheral resistance to thyroid hormones	Peripheral resistance to thyroid hormones	718193005	Peripheral resistance to thyroid hormone	
3013	314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	Combined oxidative phosphorylation defect type 10	771478008	Combined oxidative phosphorylation defect type 10	
3014	444490	Familial chylomicronemia syndrome	Familial chylomicronemia syndrome	402786009	Chylomicronemia syndrome	
3015	447760	Autosomal recessive spastic paraplegia type 9B	Autosomal recessive spastic paraplegia type 9B	719103009	Autosomal recessive spastic paraplegia type 39	
3016	86830	Chronic myeloproliferative disease, unclassifiable	Undifferentiated myeloproliferative disease	780817000	Undifferentiated myeloproliferative disease	
3017	435988	Chronic atrial and intestinal dysrhythmia syndrome	Chronic atrial and intestinal dysrhythmia syndrome	720507006	CAID (chronic atrial and intestinal dysrhythmia) syndrome	
3018	404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	Autosomal recessive spinocerebellar ataxia type 15	782721009	Autosomal recessive spinocerebellar ataxia type 15	
3019	401901	Huntington disease-like syndrome due to C9ORF72 expansions	C9ORF72-related Huntington disease phenocopy	782743001	C9ORF72-related Huntington disease phenocopy	
3020	210159	Adult hepatocellular carcinoma	Adult hepatocellular carcinoma	109841003	Hepatocellular carcinoma	
3021	90036	Mixed-type autoimmune hemolytic anemia	Mixed-type autoimmune hemolytic anemia	718716008	Autoimmune hemolytic anemia mixed type	
3022	423894	Microcephaly-complex motor and sensory axonal neuropathy syndrome	Microcephaly-complex motor and sensory axonal neuropathy syndrome	763798008	Microcephaly, complex motor and sensory axonal neuropathy syndrome	
3023	238505	Combined immunodeficiency due to CD27 deficiency	Autosomal recessive lymphoproliferative disease due to CD27 deficiency	771309000	Autosomal recessive lymphoproliferative disease	
3024	95715	Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies	Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies	717333002	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibody	
3025	435934	COG2-CDG	COG2-related congenital disorder of glycosylation	783717008	PGM1-related congenital disorder of glycosylation	
3026	411703	Pulmonary non-tuberculous mycobacterial infection	Non-tuberculous mycobacterial lung disease	1731000119106	Nontuberculous mycobacterial lung disease	
3027	98902	Amish nemaline myopathy	Amish nemaline myopathy	702349003	Nemaline myopathy 3	
3028	352662	Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	773577009	Corneal intraepithelial dyskeratosis, palmoplantar hyperkeratosis, laryngeal dyskeratosis syndrome	
3029	158676	Dominant dystrophic epidermolysis bullosa, nails only	Dominant dystrophic epidermolysis bullosa, nails only	722436002	Nails only DEB (dystrophic epidermolysis bullosa)	
3030	443811	PGM3-CDG	PGM3-related congenital disorder of glycosylation	783717008	PGM1-related congenital disorder of glycosylation	
3031	99825	Nipah virus disease	Nipah virus disease	74581008	Ganjam virus disease	
3032	79643	Autosomal recessive hyperinsulinism due to SUR1 deficiency	Autosomal recessive hyperinsulinemic hypoglycemia due to SUR1 deficiency	783767001	Autosomal recessive hyperinsulinemic hypoglycemia due to SUR1 deficiency	
3033	213746	Transitional cell carcinoma of the corpus uteri	Endometrial transitional cell carcinoma	722682001	Primary endometrial small cell carcinoma	
3034	183713	Pyogenic bacterial infections due to MyD88 deficiency	Pyogenic bacterial infections due to MyD88 deficiency	718232007	Pyogenic bacterial infection due to MyD88 deficiency	
3035	79147	Familial reactive perforating collagenosis	Familial reactive perforating collagenosis	64036004	Reactive perforating collagenosis	
3036	659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques	Olmsted syndrome	2298005	Goltz syndrome	
3037	314422	Ameloblastic carcinoma	Ameloblastic carcinoma	773624006	Primary ameloblastic carcinoma	
3038	79319	MPI-CDG	Carbohydrate deficient glycoprotein syndrome type Ib	277893002	Carbohydrate-deficient glycoprotein syndrome type I	
3039	86919	Keratosis palmaris et plantaris-clinodactyly syndrome	Palmoplantar keratoderma-clinodactyly syndrome	724224007	Palmoplantar keratoderma with clinodactyly syndrome	
3040	79141	Hereditary painful callosities	Plamoplantar keratoderma nummularis	239073008	Localised palmoplantar keratoderma	
3041	99792	Dentin dysplasia-sclerotic bones syndrome	Dentin dysplasia-sclerotic bones syndrome	770943008	Dentin dysplasia, sclerotic bones syndrome	
3042	834	Free sialic acid storage disease	Free sialic acid storage disease	34566007	Infantile sialic acid storage disease	
3043	495	Transgrediens et progrediens palmoplantar keratoderma	Progressive diffuse palmoplantar keratoderma	239070006	Progressive palmoplantar keratoderma	
3044	1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia	Autosomal recessive palmoplantar keratoderma and congenital alopecia	719104003	Autosomal recessive palmoplantar keratoderma and congenital alopecia syndrome	
3045	95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	Autosomal recessive spinocerebellar ataxia type 3	785301002	Autosomal recessive spinocerebellar ataxia type 7	
3046	93358	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	766821006	Spondyloepimetaphyseal dysplasia, short limb, abnormal calcification syndrome	
3047	2481	Neurocutaneous melanocytosis	Neurocutaneous melanocytosis	254817005	Oculocutaneous melanocytic nevus	
3048	320406	Spastic paraplegia-optic atrophy-neuropathy syndrome	Spastic paraplegia-optic atrophy-neuropathy syndrome	725139005	Spastic paraplegia, optic atrophy, neuropathy syndrome	
3049	2134	Atypical hemolytic-uremic syndrome	Atypical hemolytic-uremic syndrome	722721004	Familial hemolytic uremic syndrome	
3050	1259	Blepharoptosis-myopia-ectopia lentis syndrome	Blepharoptosis-myopia-ectopia lentis syndrome	717915004	Blepharoptosis, myopia, ectopia lentis syndrome	
3051	443180	Spontaneous intracranial hypotension	Spontaneous cerebrospinal fluid leak	213210005	Postoperative cerebrospinal fluid leak	
3052	171442	Adult-onset nemaline myopathy	Adult-onset nemaline myopathy	129622008	Nemaline myopathy, late onset type	
3053	79403	Junctional epidermolysis bullosa-pyloric atresia syndrome	Junctional epidermolysis bullosa-pyloric atresia syndrome	53748002	Congenital junctional epidermolysis bullosa-pyloric atresia syndrome	
3054	69088	Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome	Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome	720986005	Anhidrotic ectodermal dysplasia, immunodeficiency, osteopetrosis, lymphedema syndrome	
3055	94089	Pseudohypoparathyroidism type 1B	Pseudohypoparathyroidism type 1B	717792007	Pseudohypoparathyroidism type 1C	
3056	156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	Spondyloepimetaphyseal dysplasia, matrilin-3 type	719166003	Spondyloepimetaphyseal dysplasia matrilin-3 type	
3057	75840	Congenital muscular dystrophy, Ullrich type	Congenital muscular dystrophy, Ullrich type	240062007	Ullrich congenital muscular dystrophy	
3058	169157	T-B+ severe combined immunodeficiency due to CD45 deficiency	T-B+ severe combined immunodeficiency due to CD45 deficiency	765145001	T-B+ severe combined immunodeficiency due to gamma chain deficiency	
3059	75566	Loeffler endocarditis	Loeffler endocarditis	33258008	Löffler's endocarditis	
3060	284332	Infantile-onset autosomal recessive nonprogressive cerebellar ataxia	Autosomal recessive spinocerebellar ataxia type 6	715369006	SCAR2 (spinocerebellar ataxia autosomal recessive 2)	
3061	163662	Spondyloepiphyseal dysplasia, Reardon type	Spondyloepiphyseal dysplasia, Reardon type	718764004	Spondyloepiphyseal dysplasia Reardon type	
3062	79396	Epidermolysis bullosa simplex, generalized severe	Epidermolysis bullosa simplex, herpetiformis	254179000	Epidermolysis bullosa simplex herpetiformis	
3063	171439	Childhood-onset nemaline myopathy	Mild nemaline myopathy	702349003	Nemaline myopathy 3	
3064	331187	Immunodeficiency due to MASP-2 deficiency	Immunodeficiency due to MASP-2 deficiency	771078002	Immunodeficiency due to MASP-2 deficiency	
3065	2802	X-linked sideroblastic anemia and spinocerebellar ataxia	X-linked sideroblastic anemia and spinocerebellar ataxia	719816006	X-linked sideroblastic anaemia with spinocerebellar ataxia	
3066	443098	Hyperostosis cranialis interna	Hyperostosis cranialis interna	82054006	Hyperostosis interna frontalis	
3067	79405	Junctional epidermolysis bullosa inversa	Junctional epidermolysis bullosa inversa	254192002	Inverse junctional epidermolysis bullosa	
3068	168451	Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome	Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome	773302000	Spondyloepimetaphyseal dysplasia, abnormal dentition syndrome	
3069	79083	PPARG-related familial partial lipodystrophy	Familial partial lipodystrophy type 3	725035001	Familial partial lipodystrophy type 1	
3070	91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	Cardiomyopathy-hypotonia-lactic acidosis syndrome	718713000	Hypertrophic cardiomyopathy with hypotonia and lactic acidosis syndrome	
3071	137675	Histiocytoid cardiomyopathy	Oncocytic cardiomyopathy	725416005	Cirrhotic cardiomyopathy	
3072	163937	X-linked intellectual disability, Najm type	X-linked intellectual disability, Najm type	770604006	X-linked intellectual disability Kroes type	
3073	254875	Mitochondrial DNA depletion syndrome, myopathic form	Mitochondrial DNA depletion syndrome, myopathic form	703527003	TK2-related mitochondrial DNA depletion syndrome myopathic form	
3074	90342	Xeroderma pigmentosum variant	Xeroderma pigmentosum variant	88877002	Xeroderma pigmentosum XP variant	
3075	89839	Epidermolysis bullosa simplex superficialis	Epidermolysis bullosa simplex superficialis	254181003	Epidermolysis simplex superficialis	
3076	935	Short-limb skeletal dysplasia with severe combined immunodeficiency	Short-limb skeletal dysplasia with severe combined immunodeficiency	25109007	Severe combined immunodeficiency with short-limbed dwarfism	
3077	86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type	717228004	Hereditary palmoplantar keratoderma Gamborg Nielsen type	
3078	91132	Ichthyosis-hypotrichosis syndrome	Ichthyosis-follicular atrophoderma-hypotrichosis syndrome	724277002	Ichthyosis, follicular atrophoderma, hypotrichosis syndrome	
3079	330054	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	Congenital cataract-progressive muscular hypotonia-deafness-developmental delay syndrome	773398005	Congenital cataract, progressive muscular hypotonia, deafness, developmental delay syndrome	
3080	1240	Metaphyseal acroscyphodysplasia	Metaphyseal acroscyphodysplasia	27837003	Metaphyseal dysplasia	
3081	99898	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	Mendelian susceptibility to mycobacterial diseases due to complete interferon gamma receptor 1 deficiency	718230004	Mendelian susceptibility to mycobacterial disease due to complete interferon gamma receptor 1 deficiency	
3082	70595	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome	717266001	SANDO (sensory ataxic neuropathy dysarthria ophthalmoparesis) syndrome	
3083	163681	Cortical dysplasia-focal epilepsy syndrome	Cortical dysplasia-focal epilepsy syndrome	771142009	Cortical dysplasia with focal epilepsy syndrome	
3084	163665	Spondyloepiphyseal dysplasia tarda, Kohn type	Spondyloepiphyseal dysplasia tarda, Kohn type	719202006	Spondyloepiphyseal dysplasia tarda Kohn type	
3085	357158	Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome	Macroblepharon-ectropion-hypertelorism-macrostomia syndrome	773557002	Macroblepharon, ectropion, hypertelorism, macrostomia syndrome	
3086	331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	Severe combined immunodeficiency due to complete RAG1/2 deficiency	765188009	SCID (severe combined immunodeficiency) due to complete RAG1/2 deficiency	
3087	85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	720601000	CATSHL (camptodactyly, tall stature, scoliosis, hearing loss) syndrome	
3088	163649	Spondyloepiphyseal dysplasia, Nishimura type	Spondyloepiphyseal dysplasia, Nishimura type	718766002	Spondyloepiphyseal dysplasia Nishimura type	
3089	88628	Posterior column ataxia-retinitis pigmentosa syndrome	Autosomal recessive posterior column ataxia and retinitis pigmentosa	724065003	Autosomal recessive posterior column ataxia and retinitis pigmentosa	
3090	178389	Osteopetrosis-hypogammaglobulinemia syndrome	Autosomal recessive osteoclast-poor osteopetrosis with hypogammaglobulinemia	773730002	Autosomal recessive osteoclast-poor osteopetrosis with hypogammaglobulinemia	
3091	90349	Autosomal recessive cutis laxa type 1	Autosomal recessive cutis laxa type 1	784349004	Autosomal recessive cutis laxa type 1C	
3092	391723	Mucinous adenocarcinoma of the appendix	Mucinous adenocarcinoma of the appendix	721672004	Primary mucinous adenocarcinoma of appendix	
3093	35120	Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	34194007	HNSHA due to pyrimidine-5'-nucleotidase deficiency	
3094	139578	Mutilating hereditary sensory neuropathy with spastic paraplegia	Mutilating hereditary sensory neuropathy with spastic paraplegia	717827000	HSAN (hereditary sensory and autonomic neuropathy) with spastic paraplegia	
3095	99877	Familial parathyroid adenoma	Familial parathyroid adenoma	702378002	Familial cystic parathyroid adenomatosis	
3096	88644	Autosomal recessive ataxia, Beauce type	Autosomal recessive cerebellar ataxia type 1	725433003	ARCA1 - autosomal recessive cerebellar ataxia type 1	
3097	87876	Sialidosis type 2	Sialidosis type 2	52186006	Sialidosis, type 2	
3098	220436	Quebec platelet disorder	Quebec platelet disorder	22716005	Platelet disorder	
3099	2597	Mitochondrial myopathy-lactic acidosis-deafness syndrome	Mitochondrial myopathy-lactic acidosis-hearing loss syndrome	732951005	Mitochondrial myopathy, lactic acidosis, hearing loss syndrome	
3100	169154	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	765145001	T-B+ severe combined immunodeficiency due to gamma chain deficiency	
3101	280671	Megaconial congenital muscular dystrophy	Megaconial congenital muscular dystrophy	240059009	Congenital muscular dystrophy	
3102	26349	Protein S acquired deficiency	Protein S acquired deficiency	191298004	Acquired prothrombin deficiency	
3103	26106	Hereditary diffuse gastric cancer	Familial diffuse gastric cancer	716859000	Familial diffuse gastric cancer	
3104	231556	Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome	Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome	773692000	Late-onset localized junctional epidermolysis bullosa, intellectual disability syndrome	
3105	444	Marie Unna hereditary hypotrichosis	Marie Unna congenital hypotrichosis	56558005	Congenital hypotrichosis	
3106	84090	Fibronectin glomerulopathy	Glomerulopathy with fibronectin deposits	722759007	Glomerulopathy with fibronectin deposits 2	
3107	529468	Monoclonal mast cell activation syndrome	Monoclonal mast cell activation syndrome	397007003	Mast cell disorder (disorder)	
3108	276145	Malignant epithelial tumor of salivary glands	Malignant epithelial tumor of salivary glands	255072001	Malignant tumor of salivary gland (disorder)	
3109	536471	Spondylodysplastic Ehlers-Danlos syndrome	Spondylodysplastic Ehlers-Danlos syndrome	398114001	Ehlers-Danlos syndrome (disorder)	
3110	213600	Adenosarcoma of the corpus uteri	Adenosarcoma of the corpus uteri	447390000	Adenosarcoma of uterus (disorder)	
3111	66518	Short fifth metacarpals-insulin resistance syndrome	Short fifth metacarpals-insulin resistance syndrome	721069005	Short fifth metacarpal insulin resistance syndrome (disorder)	
